,page,country,rev_id
45374,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616.0
45375,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925.0
45376,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201.0
45377,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464.0
45378,Adam Bombolé,"Congo, Dem. Rep. of",787602247.0
45379,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913.0
45380,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080.0
45381,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355.0
45382,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838.0
45383,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194.0
45384,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013.0
45385,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848.0
45386,Antipas Mbusa,"Congo, Dem. Rep. of",789437538.0
45387,Laurent Mbariko,"Congo, Dem. Rep. of",789487250.0
45388,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887.0
45389,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725.0
45390,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686.0
45391,Anicet Kashamura,"Congo, Dem. Rep. of",790738130.0
45392,Sophie Kanza,"Congo, Dem. Rep. of",790942655.0
45393,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307.0
45394,Charles Kisolokele,"Congo, Dem. Rep. of",792037043.0
45395,Antoine Ghonda,"Congo, Dem. Rep. of",793411567.0
45396,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384.0
45397,Paul Bolya,"Congo, Dem. Rep. of",794134715.0
45398,Freddy Matungulu,"Congo, Dem. Rep. of",796099032.0
45399,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410.0
45400,Munga Mibindo,"Congo, Dem. Rep. of",797435100.0
45401,Eric Lenge,"Congo, Dem. Rep. of",797446004.0
45402,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563.0
45403,Joseph Kabila,"Congo, Dem. Rep. of",798455633.0
45404,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264.0
45405,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637.0
45406,Medard Mulangala,"Congo, Dem. Rep. of",798948484.0
45407,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574.0
45408,Fernand Kazadi,"Congo, Dem. Rep. of",799328311.0
45409,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685.0
45410,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221.0
45411,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831.0
45412,Ekila Liyonda,"Congo, Dem. Rep. of",799913697.0
45413,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121.0
45414,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105.0
45415,Laurent Nkunda,"Congo, Dem. Rep. of",800298783.0
45416,Christophe Gbenye,"Congo, Dem. Rep. of",800537411.0
45417,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444.0
45418,Moïse Tshombe,"Congo, Dem. Rep. of",801110165.0
45419,Godefroid Munongo,"Congo, Dem. Rep. of",801112469.0
45420,Thomas Kanza,"Congo, Dem. Rep. of",801348128.0
45421,Joseph Okito,"Congo, Dem. Rep. of",801770255.0
45422,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063.0
45423,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131.0
45424,Alphonse Songolo,"Congo, Dem. Rep. of",802154801.0
45425,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658.0
45426,Jules Mutebusi,"Congo, Dem. Rep. of",802411491.0
45427,Pierre Mulele,"Congo, Dem. Rep. of",803335436.0
45428,Kasongo Munganga,"Congo, Dem. Rep. of",803421580.0
45429,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745.0
45430,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582.0
45431,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534.0
45432,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167.0
45433,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836.0
45434,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023.0
45435,Maurice Mpolo,"Congo, Dem. Rep. of",805086693.0
45436,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692.0
45437,Germain Katanga,"Congo, Dem. Rep. of",805368981.0
45438,Daniel Kanza,"Congo, Dem. Rep. of",805523382.0
45439,Gilbert Pongo,"Congo, Dem. Rep. of",805835265.0
45440,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394.0
45441,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312.0
45442,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185.0
45443,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633.0
45444,List of mayors of Goma,"Congo, Dem. Rep. of",806372703.0
45445,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479.0
45446,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828.0
45447,André Lubaya,"Congo, Dem. Rep. of",806545614.0
45448,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596.0
45449,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274.0
45450,Jason Sendwe,"Congo, Dem. Rep. of",807243537.0
45451,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156.0
45452,Patrice Lumumba,"Congo, Dem. Rep. of",807273861.0
45453,"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016.0
45454,José Abel,East Timorese,699698855.0
45455,Rogerio Lobato,East Timorese,712249441.0
45456,Manuel Magalhaes de Oliveira,East Timorese,720011934.0
45457,João Viegas Carrascalão,East Timorese,737687072.0
45458,Manuel Carrascalão,East Timorese,753061850.0
45459,Adalgisa Magno Guterres,East Timorese,755908563.0
45460,María do Céu,East Timorese,755908564.0
45461,Ana Pessoa Pinto,East Timorese,757539934.0
45462,Rosa Bonaparte,East Timorese,760534473.0
45463,Fernanda Borges,East Timorese,765600414.0
45464,Nicolau dos Reis Lobato,East Timorese,772890380.0
45465,Adalgisa Ximenes,East Timorese,779579546.0
45466,Milena Pires,East Timorese,788017619.0
45467,Alfredo Pires,East Timorese,788450147.0
45468,Mário Viegas Carrascalão,East Timorese,793270640.0
45469,José Abílio Osório Soares,East Timorese,793454583.0
45470,Roque Rodrigues,East Timorese,796722416.0
45471,Avelino Coelho da Silva,East Timorese,796886084.0
45472,Manuel Tilman,East Timorese,797040695.0
45473,Isabel da Costa Ferreira,East Timorese,797279277.0
45474,Emília Pires,East Timorese,797438594.0
45475,Xanana Gusmão,East Timorese,798242613.0
45476,José Luís Guterres,East Timorese,798334210.0
45477,Arsénio Bano,East Timorese,798969127.0
45478,Nino Konis Santana,East Timorese,799059687.0
45479,President of East Timor,East Timorese,799570306.0
45480,Estanislau da Silva,East Timorese,802072802.0
45481,José Ramos-Horta,East Timorese,802765398.0
45482,Fernando de Araújo (East Timorese politician),East Timorese,803043434.0
45483,Taur Matan Ruak,East Timorese,803615826.0
45484,Lúcia Lobato,East Timorese,803664269.0
45485,Francisco Xavier do Amaral,East Timorese,803969836.0
45486,Vicente Guterres,East Timorese,804966906.0
45487,Rui Maria de Araújo,East Timorese,805183458.0
45488,Francisco Guterres,East Timorese,806140876.0
45489,"List of members of the Løgting, 1974–78",Faroese,643932216.0
45490,"List of members of the Løgting, 1978–80",Faroese,643932220.0
45491,"List of members of the Løgting, 1980–84",Faroese,643932225.0
45492,"List of members of the Løgting, 1984–88",Faroese,643932226.0
45493,"List of members of the Løgting, 1990–94",Faroese,643932239.0
45494,"List of members of the Løgting, 1994–98",Faroese,643932242.0
45495,"List of members of the Løgting, 1998–2002",Faroese,698865505.0
45496,Tórbjørn Poulsen,Faroese,700400143.0
45497,Demmus Hentze,Faroese,701771698.0
45498,Andrias Christian Evensen,Faroese,714088539.0
45499,Hákun Djurhuus,Faroese,715330944.0
45500,Jógvan Justinusson,Faroese,715490721.0
45501,Andrass Samuelsen,Faroese,716137698.0
45502,Álvur Kirke,Faroese,721938213.0
45503,Rikard Long,Faroese,722336332.0
45504,Sigurð Joensen,Faroese,722336979.0
45505,Jógvan Poulsen (1854–1941),Faroese,722590461.0
45506,Jacob Vestergaard,Faroese,724674137.0
45507,Johan Simonsen,Faroese,725030656.0
45508,Kári P. Højgaard,Faroese,725288194.0
45509,Kristin Michelsen,Faroese,729422866.0
45510,Lisbeth L. Petersen,Faroese,734668075.0
45511,Símun av Skarði,Faroese,735578210.0
45512,Finnbogi Ísakson,Faroese,748477895.0
45513,"List of members of the Løgting, 1988–90",Faroese,750074079.0
45514,Brandur Sandoy,Faroese,750167873.0
45515,"List of members of the Løgting, 2015–19",Faroese,754952121.0
45516,"List of members of the Løgting, 2011–15",Faroese,754952298.0
45517,"List of members of the Løgting, 2008–11",Faroese,754952557.0
45518,"List of members of the Løgting, 2004–08",Faroese,754952620.0
45519,"List of members of the Løgting, 2002–04",Faroese,754952690.0
45520,Bárður á Steig Nielsen,Faroese,756602743.0
45521,Edmund Joensen,Faroese,756654638.0
45522,Jørgen Niclasen,Faroese,756654880.0
45523,Jóannes Eidesgaard,Faroese,765947137.0
45524,Jógvan á Lakjuni,Faroese,765947416.0
45525,Anfinn Kallsberg,Faroese,773895078.0
45526,Kaj Leo Johannesen,Faroese,780361487.0
45527,Rigmor Dam,Faroese,780543271.0
45528,Hanna Jensen,Faroese,780543417.0
45529,Sonja Jógvansdóttir,Faroese,780543635.0
45530,Karin Kjølbro,Faroese,780543692.0
45531,Jóannes Patursson,Faroese,781915668.0
45532,Erlendur Patursson,Faroese,784440060.0
45533,Niels Winther Poulsen,Faroese,789029085.0
45534,Bjørt Samuelsen,Faroese,789306157.0
45535,Jenis av Rana,Faroese,789307497.0
45536,Heðin Mortensen,Faroese,789307569.0
45537,Rasmus Effersøe,Faroese,789307632.0
45538,Trygvi Samuelsen,Faroese,789308387.0
45539,Eilif Samuelsen,Faroese,789308554.0
45540,Jógvan Skorheim,Faroese,789310556.0
45541,Louis Zachariasen,Faroese,789708924.0
45542,Annika Olsen,Faroese,792595685.0
45543,Páll á Reynatúgvu,Faroese,793276089.0
45544,Atli Dam,Faroese,793277402.0
45545,Henrik Old,Faroese,793353435.0
45546,Marita Petersen,Faroese,793394960.0
45547,Pauli Ellefsen,Faroese,796170338.0
45548,Rasmus Rasmussen (writer),Faroese,796170437.0
45549,Peter Mohr Dam,Faroese,797450160.0
45550,Knút Wang,Faroese,797493287.0
45551,Sjúrður Skaale,Faroese,797493405.0
45552,Høgni Hoydal,Faroese,800723683.0
45553,Kristina Háfoss,Faroese,801638146.0
45554,Sirið Stenberg,Faroese,802476681.0
45555,Eyðgunn Samuelsen,Faroese,802515495.0
45556,Edva Jacobsen,Faroese,802925425.0
45557,Aksel V. Johannesen,Faroese,803145744.0
45558,Djóni í Geil,Faroese,803656387.0
45559,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035.0
45560,Annita á Fríðriksmørk,Faroese,806011231.0
45561,Katrin Kallsberg,Faroese,806909915.0
45562,H. C .W. Tórgarð,Faroese,807297374.0
45563,James Bisset (mayor),Cape Colony,647367482.0
45564,Augustus Joseph Tancred,Cape Colony,651250302.0
45565,Johan Conrad Silberbauer,Cape Colony,653467222.0
45566,James Cotterell Hoole,Cape Colony,666596918.0
45567,Patrick Goold,Cape Colony,670210734.0
45568,Andries Botha,Cape Colony,676828191.0
45569,Charles William Hutton,Cape Colony,680205631.0
45570,John Blades Currey,Cape Colony,693624260.0
45571,Joseph Orpen,Cape Colony,715016315.0
45572,Klaas Afrikaner,Cape Colony,718462130.0
45573,Christian Groepe,Cape Colony,723563811.0
45574,William Hume (Cape politician),Cape Colony,724976433.0
45575,James Sivewright,Cape Colony,731817397.0
45576,William Downes Griffith,Cape Colony,731908828.0
45577,John Sweet Distin,Cape Colony,737348283.0
45578,John Thomas Eustace,Cape Colony,746923352.0
45579,Jeremias Ziervogel,Cape Colony,750299694.0
45580,Henry Latham Currey,Cape Colony,757832561.0
45581,Henry Juta,Cape Colony,765333482.0
45582,Simeon Jacobs,Cape Colony,767856232.0
45583,William Schreiner,Cape Colony,771024710.0
45584,George Strahan,Cape Colony,775481498.0
45585,John Bardwell Ebden,Cape Colony,776725178.0
45586,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359.0
45587,Charles Abercrombie Smith,Cape Colony,783249147.0
45588,Charles Brownlee,Cape Colony,783250295.0
45589,George Cathcart,Cape Colony,784693349.0
45590,Henry Torrens,Cape Colony,784726341.0
45591,Frederick Schermbrucker,Cape Colony,784765242.0
45592,Richard Solomon (Attorney General),Cape Colony,784829553.0
45593,Walter Hely-Hutchinson,Cape Colony,784862369.0
45594,Henry White (Cape Treasurer General),Cape Colony,785566972.0
45595,Jacobus Wilhelmus Sauer,Cape Colony,786142993.0
45596,Charles Lennox Stretch,Cape Colony,786803200.0
45597,John Tengo Jabavu,Cape Colony,786916027.0
45598,Philip John Stigant,Cape Colony,786972727.0
45599,Henry Pottinger,Cape Colony,787552653.0
45600,Thomas Charles Scanlen,Cape Colony,788098639.0
45601,Saul Solomon,Cape Colony,788361321.0
45602,Thomas Upington,Cape Colony,788717893.0
45603,Andries Stockenström (judge),Cape Colony,789120101.0
45604,Robert Wynyard,Cape Colony,789258720.0
45605,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927.0
45606,Philip Edmond Wodehouse,Cape Colony,792178662.0
45607,Charles Aken Fairbridge,Cape Colony,793643575.0
45608,William Howley Goodenough,Cape Colony,794193433.0
45609,George Thomas Napier,Cape Colony,794346758.0
45610,William Butler (British Army officer),Cape Colony,794705198.0
45611,"Sir George Yonge, 5th Baronet",Cape Colony,795625420.0
45612,Christoffel Brand,Cape Colony,796352977.0
45613,Henry Barkly,Cape Colony,796646347.0
45614,Lord Charles Somerset,Cape Colony,797029963.0
45615,Benjamin D'Urban,Cape Colony,797735815.0
45616,John Charles Molteno,Cape Colony,797978795.0
45617,"George Macartney, 1st Earl Macartney",Cape Colony,798165649.0
45618,William Porter (Attorney General),Cape Colony,798383131.0
45619,David Tennant (politician),Cape Colony,798742813.0
45620,Andries Stockenström,Cape Colony,799373837.0
45621,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552.0
45622,Charles Henry Darling,Cape Colony,800159179.0
45623,John Paterson (Cape politician),Cape Colony,800767317.0
45624,John X. Merriman,Cape Colony,801351302.0
45625,Mpilo Walter Benson Rubusana,Cape Colony,801417570.0
45626,Henry Hugh Clifford,Cape Colony,801856640.0
45627,James Tennant Molteno,Cape Colony,801935094.0
45628,Leander Starr Jameson,Cape Colony,803177433.0
45629,Henry Bartle Frere,Cape Colony,803288472.0
45630,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116.0
45631,"Henry Loch, 1st Baron Loch",Cape Colony,803618569.0
45632,Francis Dundas,Cape Colony,803908887.0
45633,Lowry Cole,Cape Colony,804277547.0
45634,"Sir David Baird, 1st Baronet",Cape Colony,804362436.0
45635,James Rose Innes,Cape Colony,804497413.0
45636,Nicolaas Frederic de Waal,Cape Colony,805157563.0
45637,"John Charles Molteno, Jr.",Cape Colony,805678535.0
45638,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015.0
45639,Gordon Sprigg,Cape Colony,806340214.0
45640,Cecil Rhodes,Cape Colony,806647373.0
45641,George Grey,Cape Colony,807290539.0
45642,Peregrine Maitland,Cape Colony,807330872.0
45643,Thomas Francis Wade,Cape Colony,807401513.0
45644,"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266.0
45645,Park In-won,South Korean,703478926.0
45646,Kim Seung-kew,South Korean,716323288.0
45647,Seo Young-kyo,South Korean,717405394.0
45648,Lee Wu-jong,South Korean,723064614.0
45649,Yu In-chon,South Korean,760062536.0
45650,Kim Wan-ju,South Korean,770622878.0
45651,Park Yong-jin,South Korean,770623036.0
45652,Lee Jong-kul,South Korean,770757174.0
45653,Kim Hyun-jong,South Korean,770760118.0
45654,Shin Ki-ha,South Korean,774367693.0
45655,Lee Chunhee,South Korean,775234175.0
45656,Ahn Dae-hee,South Korean,775458263.0
45657,Ahn Gyu-baek,South Korean,775458608.0
45658,Park Hong-keun,South Korean,775458639.0
45659,Ahn Sang-yeong,South Korean,777008205.0
45660,Jang Deok-jin,South Korean,777070214.0
45661,Kim Jae-soon,South Korean,778915319.0
45662,Kim Jin-sun,South Korean,778916810.0
45663,Kim Il-ung,South Korean,779544705.0
45664,Koo Kyo-hyun,South Korean,779544873.0
45665,Ji Sang-wook,South Korean,780227423.0
45666,Chung Hong-won,South Korean,781133659.0
45667,Kim Byong-joon,South Korean,781134255.0
45668,Hong Ihk-pyo,South Korean,782498395.0
45669,Jeon Soon-ok,South Korean,782649404.0
45670,Lee Hae-chan,South Korean,785317852.0
